B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,weight_class_Bantamweight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Welterweight,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_BMI,B_hot_or_not,R_hot_or_not,R_BMI,title_bout_False,title_bout_True,Winner_Blue,no_of_rounds,elevation (ft)
0.0,2.0,0.0,16.285714285714285,0.3657142857142857,1.4285714285714286,2.8571428571428568,0.3228571428571429,2.0,3.0,19.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,167.64,172.72,170.0,31.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,17.5,0.375,1.75,4.75,0.53,2.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,177.8,182.88,170.0,22.0,0,1,0,0,27.438468934855933,1.0,1.0,24.39223891433315,1,0,0,3.0,7.0
3.0,0.0,0.0,7.666666666666668,0.62,0.0,0.3333333333333333,0.05333333333333334,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,193.04,170.0,31.0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,20.5,0.31999999999999995,1.1,1.4,0.243,3.0,5.0,25.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,185.42,187.96,185.0,30.0,0,1,0,0,26.544495289127248,0.0,0.0,24.407586210681846,1,0,0,3.0,7.0
0.0,1.0,0.0,41.2,0.4960000000000001,0.6,0.0,0.0,2.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,187.96,193.04,185.0,25.0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,2.0,0.0,28.2,0.534,0.6,3.0,0.618,2.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,182.88,182.88,185.0,30.0,0,0,1,0,23.75237891101598,1.0,1.0,25.090282970046978,1,0,1,3.0,7.0
0.0,2.0,0.0,12.5,0.4,0.5,1.5,0.415,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,172.72,180.34,145.0,30.0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,2.0,0.0,45.5,0.54,1.0,2.0,0.34,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,180.34,177.8,145.0,28.0,0,1,0,0,22.0469745428375,1.0,1.0,20.223211721103073,1,0,1,3.0,7.0
0.0,1.0,0.0,30.0,0.52,0.5,1.5,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,172.72,177.8,145.0,28.0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,54.85714285714285,0.4185714285714285,0.0,0.7142857142857143,0.35714285714285715,3.0,2.0,19.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,172.72,175.26,155.0,27.0,0,1,0,0,23.567455545791805,1.0,1.0,23.567455545791805,1,0,1,3.0,7.0
0.0,2.0,0.0,11.75,0.6325,2.5,2.5,0.65,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,180.34,190.5,170.0,24.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,3.0,0.0,24.66666666666667,0.63,0.3333333333333333,2.0,0.22,3.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,182.88,185.42,170.0,31.0,0,0,1,0,23.709972362672566,1.0,1.0,23.05593570220533,1,0,0,3.0,7.0
2.0,0.0,0.0,35.75,0.459375,0.625,0.5625,0.175,3.0,7.0,39.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,9.0,170.18,177.8,155.0,36.0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,55.41666666666666,0.2683333333333333,0.08333333333333333,0.16666666666666666,0.125,2.0,6.0,32.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,6.0,175.26,177.8,155.0,28.0,0,1,0,0,24.276211727275857,0.0,0.0,22.88929099847539,1,0,0,3.0,7.0
1.0,0.0,0.0,27.066666666666666,0.35466666666666663,0.8666666666666667,3.2,0.4213333333333333,4.0,6.0,39.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,9.0,170.18,177.8,155.0,30.0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0.0,29.0,0.3772727272727273,0.7272727272727273,2.727272727272727,0.5372727272727272,8.0,3.0,33.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,8.0,175.26,177.8,155.0,33.0,0,1,0,0,24.276211727275857,0.0,0.0,22.88929099847539,1,0,0,5.0,7.0
0.0,1.0,0.0,46.0,0.51,3.0,3.0,0.6,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,170.18,180.34,135.0,24.0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,44.25,0.4175,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,167.64,170.18,135.0,31.0,0,1,0,0,21.143797310853166,1.0,1.0,21.789372389444416,1,0,1,3.0,7.0
5.0,0.0,0.0,40.2,0.38,0.4,1.8,0.214,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,187.96,155.0,30.0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,21.619047619047624,0.3519047619047619,0.7619047619047619,3.3809523809523814,0.5385714285714285,3.0,8.0,52.0,0.0,0.0,3.0,5.0,1.0,4.0,0.0,13.0,177.8,180.34,155.0,30.0,0,0,1,0,21.021588434363682,0.0,0.0,22.239982539539046,1,0,0,3.0,7.0
0.0,1.0,0.0,20.0,0.66,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,180.34,155.0,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0,0.0,20.33333333333333,0.41,0.3333333333333333,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,182.88,182.88,145.0,25.0,0,0,1,0,19.665356922469254,1.0,1.0,19.665356922469254,1,0,0,3.0,7.0
1.0,0.0,0.0,43.5,0.27,0.0,6.0,0.8200000000000001,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,165.1,165.1,125.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,48.16666666666666,0.4266666666666667,0.3333333333333333,0.3333333333333333,0.16666666666666666,4.0,2.0,13.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,160.02,170.18,135.0,24.0,0,1,0,0,22.464971864714762,0.0,0.0,23.91395971993446,1,0,0,3.0,7.0
0.0,1.0,0.0,32.666666666666664,0.3433333333333333,1.6666666666666667,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,177.8,182.88,155.0,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,26.6,0.4880000000000001,0.0,1.4,0.11800000000000002,1.0,2.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,172.72,177.8,155.0,32.0,0,0,1,0,22.239982539539046,1.0,1.0,23.567455545791805,1,0,1,3.0,7.0
1.0,0.0,0.0,33.0,0.4,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,177.8,155.0,25.0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,42.266666666666666,0.402,0.8666666666666667,2.333333333333333,0.5646666666666668,6.0,6.0,39.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,9.0,175.26,180.34,170.0,29.0,0,0,1,0,24.39223891433315,0.0,0.0,25.104383675747204,1,0,0,3.0,7.0
2.0,0.0,0.0,58.41666666666666,0.37333333333333335,1.0,1.3333333333333333,0.35000000000000003,4.0,5.0,30.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0,177.8,177.8,155.0,32.0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,38.66666666666666,0.4633333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,4.0,2.0,20.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,7.0,180.34,190.5,155.0,28.0,0,1,0,0,22.239982539539046,0.0,0.0,21.61791597773087,1,0,0,3.0,7.0
0.0,2.0,0.0,26.0,0.3347058823529412,1.8235294117647056,1.3529411764705883,0.4923529411764706,7.0,4.0,39.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,13.0,172.72,180.34,155.0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.0,0.0,40.769230769230774,0.4753846153846154,0.38461538461538464,0.8461538461538461,0.3192307692307693,4.0,3.0,25.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,10.0,185.42,185.42,155.0,31.0,0,1,0,0,23.567455545791805,1.0,1.0,20.4495992575983,1,0,0,5.0,7.0
0.0,1.0,0.0,30.375,0.36375,0.5,2.0,0.54125,1.0,5.0,23.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,180.34,185.42,170.0,33.0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,30.5,0.375,0.875,1.0,0.31000000000000005,3.0,4.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,182.88,185.42,170.0,28.0,0,1,0,0,23.709972362672566,1.0,0.0,23.05593570220533,1,0,0,3.0,7.0
0.0,2.0,0.0,44.2,0.504,0.1,3.4,0.363,3.0,4.0,22.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,187.96,193.04,205.0,37.0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,53.6,0.479,0.0,3.3,0.508,3.0,4.0,25.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,190.5,200.66,205.0,28.0,0,1,0,0,26.320203658152845,1.0,0.0,25.62301070791911,1,0,0,3.0,7.0
0.0,1.0,0.0,60.66666666666666,0.4666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,182.88,190.5,170.0,24.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,35.8,0.4879999999999999,0.4,0.8,0.3,2.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,180.34,185.42,170.0,34.0,0,1,0,0,23.05593570220533,1.0,1.0,23.709972362672566,1,0,0,3.0,7.0
0.0,1.0,0.0,21.75,0.335,0.125,2.875,0.435,2.0,3.0,19.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,175.26,182.88,170.0,30.0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,46.0,0.3875,0.25,2.5,0.33,4.0,2.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,185.42,187.96,170.0,34.0,0,0,1,0,25.104383675747204,1.0,0.0,22.428592734140075,1,0,0,3.0,7.0
0.0,2.0,0.0,36.125,0.44625,0.25,0.375,0.12375,2.0,3.0,18.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,182.88,190.5,155.0,28.0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.0,0.0,30.714285714285715,0.37,1.3928571428571428,1.2142857142857142,0.4142857142857143,7.0,11.0,68.0,0.0,0.0,2.0,6.0,3.0,6.0,0.0,17.0,172.72,180.34,155.0,34.0,0,0,1,0,21.021588434363682,1.0,0.0,23.567455545791805,1,0,1,3.0,7.0
0.0,3.0,0.0,35.333333333333336,0.4166666666666667,0.6666666666666666,4.666666666666667,0.44333333333333336,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,170.18,180.34,135.0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,44.88888888888889,0.4766666666666667,0.7777777777777778,1.7777777777777777,0.4955555555555555,4.0,3.0,24.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,170.18,180.34,135.0,28.0,0,1,0,0,21.143797310853166,1.0,0.0,21.143797310853166,1,0,0,3.0,7.0
0.0,4.0,0.0,24.76923076923077,0.44307692307692303,0.0,0.15384615384615385,0.07692307692307693,4.0,4.0,20.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,187.96,193.04,205.0,34.0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,20.166666666666668,0.43166666666666653,0.0,1.8333333333333333,0.4133333333333333,2.0,3.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,185.42,198.12,185.0,36.0,0,1,0,0,23.75237891101598,1.0,0.0,24.407586210681846,1,0,0,3.0,7.0
1.0,0.0,0.0,59.6,0.392,0.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,193.04,198.12,250.0,28.0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,2.0,0.0,37.0,0.5349999999999999,0.0,1.5,0.375,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,185.42,198.12,264.0,30.0,0,0,1,0,32.13479739651027,0.0,1.0,34.830285187135175,1,0,0,3.0,7.0
1.0,0.0,0.0,65.64285714285714,0.495,0.14285714285714285,0.7857142857142857,0.4328571428571429,6.0,4.0,42.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,172.72,177.8,145.0,34.0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,61.08695652173913,0.4286956521739131,0.43478260869565216,2.9130434782608696,0.3047826086956522,5.0,7.0,80.0,8.0,0.0,0.0,9.0,4.0,2.0,1.0,16.0,167.64,172.72,145.0,36.0,0,1,0,0,22.0469745428375,0.0,0.0,23.40339997384771,1,0,0,3.0,7.0
1.0,0.0,0.0,36.91666666666666,0.4483333333333334,0.9166666666666666,2.333333333333333,0.4441666666666668,5.0,3.0,26.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,9.0,175.26,195.58,170.0,25.0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,40.66666666666666,0.4411111111111111,0.05555555555555555,0.3888888888888889,0.20333333333333334,4.0,5.0,43.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,13.0,180.34,190.5,155.0,32.0,0,1,0,0,22.88929099847539,0.0,0.0,21.61791597773087,1,0,1,5.0,7.0
0.0,1.0,0.0,2.0,0.4,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,190.5,195.58,205.0,30.0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,0.0,19.0,0.58375,0.25,3.125,0.84875,3.0,2.0,16.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,190.5,187.96,205.0,26.0,0,1,0,0,25.62301070791911,1.0,1.0,25.62301070791911,0,1,0,5.0,3.0
1.0,0.0,0.0,14.0,0.37666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,190.5,185.0,26.0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,17.166666666666668,0.3083333333333333,0.8333333333333334,1.5,0.2916666666666667,1.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,187.96,185.42,185.0,29.0,0,0,1,0,25.090282970046978,0.0,0.0,23.75237891101598,1,0,1,3.0,3.0
1.0,0.0,0.0,14.333333333333336,0.4566666666666666,0.6666666666666666,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,185.42,185.42,145.0,28.0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,25.0,0.32,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,155.0,25.0,0,1,0,0,20.4495992575983,0.0,0.0,25.017427558250994,1,0,0,3.0,3.0
0.0,1.0,0.0,55.0,0.68,0.0,1.0,0.16,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,182.88,155.0,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,2.0,0.0,33.0,0.5900000000000001,0.0,3.75,0.5075000000000001,2.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,175.26,180.34,155.0,32.0,0,1,0,0,21.61791597773087,1.0,1.0,22.88929099847539,1,0,0,3.0,3.0
0.0,1.0,0.0,50.0,0.51,2.0,3.0,0.75,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,185.42,182.88,170.0,25.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,45.66666666666666,0.4266666666666667,1.1666666666666667,2.833333333333333,0.4066666666666667,4.0,1.0,16.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,185.42,190.5,170.0,24.0,0,1,0,0,22.428592734140075,1.0,1.0,22.428592734140075,1,0,0,3.0,3.0
0.0,1.0,0.0,32.25,0.4025,0.0,0.5,0.5,1.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,177.8,185.42,145.0,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.0,0.0,37.66666666666666,0.39333333333333337,0.3333333333333333,1.0,0.5533333333333333,3.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,180.34,193.04,155.0,28.0,0,1,0,0,22.239982539539046,1.0,1.0,21.61791597773087,1,0,1,3.0,3.0
0.0,1.0,0.0,65.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,193.04,208.28,240.0,34.0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,19.875,0.5175000000000001,0.0,0.0,0.0,1.0,4.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,180.34,187.96,235.0,32.0,0,1,0,0,28.60483859159058,1.0,1.0,32.77555003075326,1,0,1,3.0,3.0
0.0,3.0,0.0,26.41666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.22,3.0,4.0,24.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,8.0,187.96,185.42,185.0,28.0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,3.0,0.0,13.888888888888891,0.3633333333333334,1.4444444444444444,1.4444444444444444,0.3688888888888889,3.0,2.0,17.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,172.72,180.34,170.0,32.0,0,1,0,0,21.826510350663334,1.0,1.0,25.848177050223274,1,0,1,3.0,3.0
0.0,3.0,0.0,28.0,0.635,0.625,2.75,0.265,4.0,1.0,17.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,7.0,175.26,175.26,185.0,28.0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,18.85,0.4015,0.35,1.8,0.511,5.0,5.0,44.0,1.0,0.0,1.0,5.0,6.0,3.0,0.0,15.0,177.8,185.42,170.0,34.0,0,1,0,0,25.104383675747204,1.0,1.0,24.39223891433315,1,0,1,3.0,3.0
